DATE,PRCP,TMAX,TMIN,RAIN
6/14/1962,0.01,75,49,TRUE
6/15/1962,0,77,51,FALSE
6/16/1962,0,69,50,FALSE
6/17/1962,0,68,54,FALSE
6/18/1962,0,71,53,FALSE
6/19/1962,0,77,51,FALSE
6/20/1962,0,77,53,FALSE
6/21/1962,0,80,54,FALSE
6/22/1962,0,81,54,FALSE
6/23/1962,0,85,56,FALSE
6/24/1962,0,81,56,FALSE
6/25/1962,0,78,55,FALSE
6/26/1962,0.21,64,54,TRUE
6/27/1962,0.01,73,54,TRUE
6/28/1962,0,78,55,FALSE
6/29/1962,0,78,53,FALSE
6/30/1962,0,67,52,FALSE
7/1/1962,0.02,69,51,TRUE
7/2/1962,0,72,48,FALSE
7/3/1962,0,72,49,FALSE
7/4/1962,0.24,62,51,TRUE
7/5/1962,0.27,62,50,TRUE
7/6/1962,0.12,67,51,TRUE
7/7/1962,0,75,52,FALSE
7/8/1962,0,75,53,FALSE
7/9/1962,0,61,52,FALSE
7/10/1962,0,70,52,FALSE
7/11/1962,0,72,52,FALSE
7/12/1962,0,64,49,FALSE
7/13/1962,0.02,64,53,TRUE
7/14/1962,0,69,52,FALSE
7/15/1962,0,68,53,FALSE
7/16/1962,0.02,72,52,TRUE
7/17/1962,0,68,49,FALSE
7/18/1962,0,69,50,FALSE
7/19/1962,0,73,48,FALSE
7/20/1962,0,79,50,FALSE
7/21/1962,0,82,56,FALSE
7/22/1962,0,84,55,FALSE
7/23/1962,0,87,58,FALSE
7/24/1962,0,85,56,FALSE
7/25/1962,0,85,56,FALSE
7/26/1962,0,88,58,FALSE
7/27/1962,0,88,59,FALSE
7/28/1962,0,88,59,FALSE
7/29/1962,0,81,52,FALSE
7/30/1962,0,81,53,FALSE
7/31/1962,0,74,53,FALSE
8/1/1962,0,63,52,FALSE
8/2/1962,0.15,69,54,TRUE
8/3/1962,0.31,61,53,TRUE
8/4/1962,0.61,60,51,TRUE
8/5/1962,0.12,65,55,TRUE
8/6/1962,0.26,64,55,TRUE
8/7/1962,0.2,69,54,TRUE
8/8/1962,0,72,54,FALSE
8/9/1962,0,74,50,FALSE
8/10/1962,0,72,53,FALSE
8/11/1962,0,78,55,FALSE
8/12/1962,0.07,70,54,TRUE
8/13/1962,0,72,51,FALSE
8/14/1962,0,82,50,FALSE
8/15/1962,0,84,55,FALSE
8/16/1962,0.02,75,56,TRUE
8/17/1962,0.06,72,55,TRUE
8/18/1962,0.04,66,56,TRUE
8/19/1962,0,76,59,FALSE
8/20/1962,0,74,57,FALSE
8/21/1962,0,66,51,FALSE
8/22/1962,0,70,48,FALSE
8/23/1962,0,77,49,FALSE
8/24/1962,0,80,54,FALSE
8/25/1962,0,68,53,FALSE
8/26/1962,0.03,65,51,TRUE
8/27/1962,0,63,47,FALSE
8/28/1962,0.09,67,53,TRUE
8/29/1962,0,75,50,FALSE
8/30/1962,0,80,51,FALSE
8/31/1962,0,79,51,FALSE
9/1/1962,0,71,50,FALSE
9/2/1962,0,70,51,FALSE
9/3/1962,0,79,50,FALSE
9/4/1962,0,83,50,FALSE
9/5/1962,0,84,52,FALSE
9/6/1962,0,74,52,FALSE
9/7/1962,0,70,52,FALSE
9/8/1962,0,76,47,FALSE
9/9/1962,0.16,76,46,TRUE
9/10/1962,0.56,60,47,TRUE
9/11/1962,0,65,46,FALSE
9/12/1962,0.05,65,44,TRUE
9/13/1962,0.36,65,50,TRUE
9/14/1962,0.05,67,52,TRUE
9/15/1962,0,68,45,FALSE
9/16/1962,0,70,45,FALSE
9/17/1962,0,75,51,FALSE
9/18/1962,0,72,50,FALSE
9/19/1962,0,67,58,FALSE
9/20/1962,0,64,54,FALSE
9/21/1962,0,62,56,FALSE
9/22/1962,0,59,53,FALSE
9/23/1962,0,65,52,FALSE
9/24/1962,0,73,48,FALSE
9/25/1962,0,71,47,FALSE
9/26/1962,0,61,54,FALSE
9/27/1962,0.34,64,51,TRUE
9/28/1962,0.77,58,50,TRUE
9/29/1962,0.02,64,50,TRUE
9/30/1962,0,74,51,FALSE
10/1/1962,0,72,50,FALSE
10/2/1962,0.13,72,50,TRUE
10/3/1962,0.07,61,48,TRUE
10/4/1962,0,59,44,FALSE
10/5/1962,0,60,41,FALSE
10/6/1962,0.52,58,46,TRUE
10/7/1962,0.71,53,43,TRUE
10/8/1962,1.16,55,46,TRUE
10/9/1962,0.88,55,43,TRUE
10/10/1962,0.06,55,41,TRUE
10/11/1962,0.15,57,45,TRUE
10/12/1962,0.11,62,49,TRUE
10/13/1962,0.07,61,46,TRUE
10/14/1962,0,56,43,FALSE
10/15/1962,0,57,42,FALSE
10/16/1962,0,56,38,FALSE
10/17/1962,0,52,41,FALSE
10/18/1962,0.07,51,40,TRUE
10/19/1962,0,58,48,FALSE
10/20/1962,0,59,46,FALSE
10/21/1962,0.01,65,54,TRUE
10/22/1962,0.07,61,50,TRUE
10/23/1962,0,57,46,FALSE
10/24/1962,0,63,45,FALSE
10/25/1962,0,58,47,FALSE
10/26/1962,0.15,57,49,TRUE
10/27/1962,0,65,46,FALSE
10/28/1962,0,66,48,FALSE
10/29/1962,0,62,49,FALSE
10/30/1962,0,54,52,FALSE
10/31/1962,0,54,51,FALSE
11/1/1962,0,56,47,FALSE
11/2/1962,0,63,45,FALSE
11/3/1962,0.02,57,46,TRUE
11/4/1962,0.58,54,48,TRUE
11/5/1962,0.12,55,46,TRUE
11/6/1962,0,60,43,FALSE
11/7/1962,0.16,57,40,TRUE
11/8/1962,0,51,45,FALSE
11/9/1962,0.22,56,46,TRUE
11/10/1962,1.08,50,45,TRUE
11/11/1962,0.3,50,44,TRUE
11/12/1962,0.25,52,39,TRUE
11/13/1962,0.18,54,43,TRUE
11/14/1962,0,52,44,FALSE
11/15/1962,0.21,50,42,TRUE
11/16/1962,0,48,41,FALSE
11/17/1962,0.19,48,41,TRUE
11/18/1962,0,50,36,FALSE
11/19/1962,1.23,57,47,TRUE
11/20/1962,0.24,54,44,TRUE
11/21/1962,0,49,41,FALSE
11/22/1962,0,46,38,FALSE
11/23/1962,0,47,34,FALSE
11/24/1962,1.18,55,39,TRUE
11/25/1962,1.46,55,41,TRUE
11/26/1962,0.52,46,41,TRUE
11/27/1962,0.07,47,37,TRUE
11/28/1962,0,40,30,FALSE
11/29/1962,0.28,43,30,TRUE
11/30/1962,1.05,44,38,TRUE
12/1/1962,0.25,46,32,TRUE
12/2/1962,0.19,45,38,TRUE
12/3/1962,0.01,45,36,TRUE
12/4/1962,0.18,45,37,TRUE
12/5/1962,0.23,50,41,TRUE
12/6/1962,0,54,43,FALSE
12/7/1962,0,55,43,FALSE
12/8/1962,0,49,43,FALSE
12/9/1962,0,46,41,FALSE
12/10/1962,0,41,38,FALSE
12/11/1962,0,46,33,FALSE
12/12/1962,0.18,55,31,TRUE
12/13/1962,0.26,50,42,TRUE
12/14/1962,0.86,56,45,TRUE
12/15/1962,0.62,57,45,TRUE
12/16/1962,0.05,50,43,TRUE
12/17/1962,0,47,40,FALSE
12/18/1962,0.07,44,41,TRUE
12/19/1962,0.06,46,41,TRUE
12/20/1962,0,50,37,FALSE
12/21/1962,0.1,47,37,TRUE
12/22/1962,0,42,30,FALSE
12/23/1962,0,38,28,FALSE
12/24/1962,0,36,22,FALSE
12/25/1962,0,36,26,FALSE
12/26/1962,0,36,24,FALSE
12/27/1962,0.06,44,31,TRUE
12/28/1962,0.13,47,40,TRUE
12/29/1962,1,50,44,TRUE
12/30/1962,0.97,53,45,TRUE
12/31/1962,0,51,45,FALSE
1/1/1963,0.76,50,46,TRUE
1/2/1963,0.39,52,44,TRUE
1/3/1963,0.01,50,41,TRUE
1/4/1963,0,42,34,FALSE
1/5/1963,0,38,32,FALSE
1/6/1963,0,37,33,FALSE
1/7/1963,0,35,31,FALSE
1/8/1963,0.05,46,32,TRUE
1/9/1963,0.2,40,29,TRUE
1/10/1963,0,29,16,FALSE
1/11/1963,0,24,12,FALSE
1/12/1963,0,29,13,FALSE
1/13/1963,0.01,31,24,TRUE
1/14/1963,0.05,38,30,TRUE
1/15/1963,0.05,42,37,TRUE
1/16/1963,0,43,38,FALSE
1/17/1963,0,41,36,FALSE
1/18/1963,0,42,27,FALSE
1/19/1963,0,38,24,FALSE
1/20/1963,0,40,26,FALSE
1/21/1963,0,36,26,FALSE
1/22/1963,0,42,32,FALSE
1/23/1963,0,45,27,FALSE
1/24/1963,0,36,31,FALSE
1/25/1963,0,44,30,FALSE
1/26/1963,0,38,24,FALSE
1/27/1963,0,37,24,FALSE
1/28/1963,0,35,27,FALSE
1/29/1963,0,33,21,FALSE
1/30/1963,0,32,26,FALSE
1/31/1963,0.73,34,30,TRUE
2/1/1963,0.05,42,32,TRUE
2/2/1963,1.32,55,35,TRUE
2/3/1963,0.34,58,52,TRUE
2/4/1963,0.62,60,49,TRUE
2/5/1963,0.05,60,48,TRUE
2/6/1963,0.17,62,49,TRUE
2/7/1963,0,66,46,FALSE
2/8/1963,0,68,47,FALSE
2/9/1963,0,60,43,FALSE
2/10/1963,0,65,44,FALSE
2/11/1963,0,62,35,FALSE
2/12/1963,0,66,35,FALSE
2/13/1963,0.09,52,43,TRUE
2/14/1963,0,55,40,FALSE
2/15/1963,0.2,49,41,TRUE
2/16/1963,0.01,54,42,TRUE
2/17/1963,0.18,49,41,TRUE
2/18/1963,0.25,53,43,TRUE
2/19/1963,0.28,55,46,TRUE
2/20/1963,0,54,40,FALSE
2/21/1963,0,56,38,FALSE
2/22/1963,0,48,36,FALSE
2/23/1963,0,43,39,FALSE
2/24/1963,0,43,38,FALSE
2/25/1963,0.68,51,41,TRUE
2/26/1963,0.02,53,39,TRUE
2/27/1963,0,50,36,FALSE
2/28/1963,0.1,50,41,TRUE
3/1/1963,0.03,45,38,TRUE
3/2/1963,0.11,46,36,TRUE
3/3/1963,0,49,32,FALSE
3/4/1963,0,49,30,FALSE
3/5/1963,0,51,34,FALSE
3/6/1963,0,52,28,FALSE
3/7/1963,0,57,33,FALSE
3/8/1963,0,58,32,FALSE
3/9/1963,0,54,32,FALSE
3/10/1963,0,50,40,FALSE
3/11/1963,0.03,48,34,TRUE
3/12/1963,0,51,34,FALSE
3/13/1963,0,49,34,FALSE
3/14/1963,0.05,49,34,TRUE
3/15/1963,0,48,32,FALSE
3/16/1963,0.23,45,38,TRUE
3/17/1963,0,50,37,FALSE
3/18/1963,0.02,49,39,TRUE
3/19/1963,0.02,55,41,TRUE
3/20/1963,0.02,61,45,TRUE
3/21/1963,0.03,64,44,TRUE
3/22/1963,0,53,42,FALSE
3/23/1963,0.05,47,40,TRUE
3/24/1963,0.08,58,38,TRUE
3/25/1963,0.08,53,43,TRUE
3/26/1963,0.29,51,40,TRUE
3/27/1963,0.4,51,42,TRUE
3/28/1963,0.53,46,35,TRUE
3/29/1963,0.7,47,37,TRUE
3/30/1963,0.65,45,35,TRUE
3/31/1963,0.11,48,35,TRUE
4/1/1963,0,48,35,FALSE
4/2/1963,0,52,30,FALSE
4/3/1963,0.35,50,42,TRUE
4/4/1963,0.03,57,47,TRUE
4/5/1963,0.32,50,45,TRUE
4/6/1963,0.63,48,39,TRUE
4/7/1963,0.13,56,39,TRUE
4/8/1963,0.26,52,40,TRUE
4/9/1963,0,57,37,FALSE
4/10/1963,0,60,38,FALSE
4/11/1963,0.01,62,43,TRUE
4/12/1963,0.22,58,46,TRUE
4/13/1963,0.04,65,46,TRUE
4/14/1963,0.38,56,43,TRUE
4/15/1963,0.01,49,39,TRUE
4/16/1963,0.04,50,38,TRUE
4/17/1963,0.08,51,43,TRUE
4/18/1963,0.06,51,43,TRUE
4/19/1963,0.05,52,39,TRUE
4/20/1963,0.09,52,38,TRUE
4/21/1963,0,60,41,FALSE
4/22/1963,0.04,53,45,TRUE
4/23/1963,0,56,42,FALSE
4/24/1963,0.01,52,40,TRUE
4/25/1963,0,61,43,FALSE
4/26/1963,0,59,45,FALSE
4/27/1963,0,61,43,FALSE
4/28/1963,0,65,40,FALSE
4/29/1963,0.23,61,45,TRUE
4/30/1963,0.08,56,43,TRUE
5/1/1963,0.25,53,41,TRUE
5/2/1963,0.07,52,39,TRUE
5/3/1963,0,55,36,FALSE
5/4/1963,0.13,59,39,TRUE
5/5/1963,0.45,59,46,TRUE
5/6/1963,0,55,45,FALSE
5/7/1963,0,60,44,FALSE
5/8/1963,0,61,40,FALSE
5/9/1963,0,62,44,FALSE
5/10/1963,0,64,44,FALSE
5/11/1963,0,63,45,FALSE
5/12/1963,0,60,45,FALSE
5/13/1963,0,67,41,FALSE
5/14/1963,0,68,46,FALSE
5/15/1963,0,65,49,FALSE
5/16/1963,0,67,46,FALSE
5/17/1963,0,73,50,FALSE
5/18/1963,0,86,54,FALSE
5/19/1963,0,88,56,FALSE
5/20/1963,0,92,62,FALSE
5/21/1963,0,93,57,FALSE
5/22/1963,0,67,53,FALSE
5/23/1963,0,69,51,FALSE
5/24/1963,0,65,49,FALSE
5/25/1963,0,68,50,FALSE
5/26/1963,0,68,47,FALSE
5/27/1963,0,71,45,FALSE
5/28/1963,0,79,50,FALSE
5/29/1963,0,76,50,FALSE
5/30/1963,0,71,54,FALSE
5/31/1963,0,70,54,FALSE
6/1/1963,0,72,52,FALSE
6/2/1963,0.23,54,51,TRUE
6/3/1963,0,65,48,FALSE
6/4/1963,0.49,56,50,TRUE
6/5/1963,0.26,58,50,TRUE
6/6/1963,0,69,51,FALSE
6/7/1963,0.01,58,51,TRUE
6/8/1963,0.12,60,52,TRUE
6/9/1963,0.13,66,50,TRUE
6/10/1963,0,77,49,FALSE
6/11/1963,0,72,55,FALSE
6/12/1963,0,70,54,FALSE
6/13/1963,0,74,52,FALSE
6/14/1963,0,81,55,FALSE
6/15/1963,0,88,58,FALSE
6/16/1963,0,85,59,FALSE
6/17/1963,0,84,56,FALSE
6/18/1963,0,72,55,FALSE
6/19/1963,0,69,54,FALSE
6/20/1963,0.05,70,53,TRUE
6/21/1963,0,65,50,FALSE
6/22/1963,0.13,58,46,TRUE
6/23/1963,0,69,52,FALSE
6/24/1963,0.17,59,52,TRUE
6/25/1963,0,65,49,FALSE
6/26/1963,0.04,65,50,TRUE
6/27/1963,0.03,58,50,TRUE
6/28/1963,0.01,63,50,TRUE
6/29/1963,0.01,63,51,TRUE
6/30/1963,0,69,52,FALSE
7/1/1963,0,76,52,FALSE
7/2/1963,0,72,55,FALSE
7/3/1963,0,75,50,FALSE
7/4/1963,0,76,57,FALSE
7/5/1963,0,73,52,FALSE
7/6/1963,0.06,65,55,TRUE
7/7/1963,0.41,70,55,TRUE
7/8/1963,0.15,70,54,TRUE
7/9/1963,0,67,53,FALSE
7/10/1963,0,69,55,FALSE
7/11/1963,0,64,53,FALSE
7/12/1963,0,74,56,FALSE
7/13/1963,0,77,55,FALSE
7/14/1963,0,67,57,FALSE
7/15/1963,0,70,53,FALSE
7/16/1963,0,74,52,FALSE
7/17/1963,0,72,55,FALSE
7/18/1963,0,75,54,FALSE
7/19/1963,0,70,54,FALSE
7/20/1963,0,73,56,FALSE
7/21/1963,0.27,70,59,TRUE
7/22/1963,0.17,68,52,TRUE
7/23/1963,0,71,47,FALSE
7/24/1963,0.01,68,55,TRUE
7/25/1963,0,71,54,FALSE
7/26/1963,0,76,52,FALSE
7/27/1963,0,78,54,FALSE
7/28/1963,0,69,54,FALSE
7/29/1963,0,70,51,FALSE
7/30/1963,0,66,53,FALSE
7/31/1963,0.11,63,53,TRUE
8/1/1963,0,73,51,FALSE
8/2/1963,0,75,52,FALSE
8/3/1963,0,82,52,FALSE
8/4/1963,0,73,56,FALSE
8/5/1963,0,68,56,FALSE
8/6/1963,0,73,56,FALSE
8/7/1963,0,79,56,FALSE
8/8/1963,0,85,58,FALSE
8/9/1963,0,73,60,FALSE
8/10/1963,0,80,58,FALSE
8/11/1963,0.21,76,56,TRUE
8/12/1963,0.02,80,59,TRUE
8/13/1963,0,69,55,FALSE
8/14/1963,0,73,55,FALSE
8/15/1963,0,76,55,FALSE
8/16/1963,0,80,55,FALSE
8/17/1963,0,76,51,FALSE
8/18/1963,0.1,72,52,TRUE
8/19/1963,0,70,55,FALSE
8/20/1963,0,71,55,FALSE
8/21/1963,0,72,56,FALSE
8/22/1963,0.01,72,55,TRUE
8/23/1963,0.16,66,56,TRUE
8/24/1963,0.03,66,55,TRUE
8/25/1963,0.2,70,54,TRUE
8/26/1963,0,72,55,FALSE
8/27/1963,0,77,50,FALSE
8/28/1963,0,76,55,FALSE
8/29/1963,0,80,55,FALSE
8/30/1963,0,74,55,FALSE
8/31/1963,0,67,57,FALSE
9/1/1963,0.04,68,59,TRUE
9/2/1963,0,76,60,FALSE
9/3/1963,0,82,55,FALSE
9/4/1963,0,87,54,FALSE
9/5/1963,0,75,55,FALSE
9/6/1963,0,79,53,FALSE
9/7/1963,0,80,55,FALSE
9/8/1963,0,75,62,FALSE
9/9/1963,0,89,58,FALSE
9/10/1963,0.03,67,60,TRUE
9/11/1963,0,78,59,FALSE
9/12/1963,0.02,73,58,TRUE
9/13/1963,0.14,69,56,TRUE
9/14/1963,0,71,52,FALSE
9/15/1963,0.06,61,53,TRUE
9/16/1963,0.22,65,50,TRUE
9/17/1963,0,67,46,FALSE
9/18/1963,0,72,49,FALSE
9/19/1963,0,73,48,FALSE
9/20/1963,0,77,49,FALSE
9/21/1963,0,71,56,FALSE
9/22/1963,0.05,66,56,TRUE
9/23/1963,0.03,61,49,TRUE
9/24/1963,0,71,45,FALSE
9/25/1963,0,75,50,FALSE
9/26/1963,0,75,50,FALSE
9/27/1963,0,80,54,FALSE
9/28/1963,0,73,56,FALSE
9/29/1963,0,73,54,FALSE
9/30/1963,0,70,51,FALSE
10/1/1963,0,72,54,FALSE
10/2/1963,0,69,47,FALSE
10/3/1963,0,63,54,FALSE
10/4/1963,0.2,62,51,TRUE
10/5/1963,0.11,61,50,TRUE
10/6/1963,0.03,68,45,TRUE
10/7/1963,0,67,44,FALSE
10/8/1963,0.02,64,50,TRUE
10/9/1963,0,67,51,FALSE
10/10/1963,0,69,53,FALSE
10/11/1963,0,65,54,FALSE
10/12/1963,0.05,64,53,TRUE
10/13/1963,0.53,63,57,TRUE
10/14/1963,0.01,76,58,TRUE
10/15/1963,0,72,57,FALSE
10/16/1963,0,67,50,FALSE
10/17/1963,0.04,57,49,TRUE
10/18/1963,0,56,42,FALSE
10/19/1963,0,54,37,FALSE
10/20/1963,0.74,54,44,TRUE
10/21/1963,1.29,67,52,TRUE
10/22/1963,0.18,56,47,TRUE
10/23/1963,0.02,55,47,TRUE
10/24/1963,0.67,55,44,TRUE
10/25/1963,0.16,51,40,TRUE
10/26/1963,0.16,52,39,TRUE
10/27/1963,0.24,56,38,TRUE
10/28/1963,0.53,55,44,TRUE
10/29/1963,0.06,54,42,TRUE
10/30/1963,0.02,51,42,TRUE
10/31/1963,0,58,41,FALSE
11/1/1963,0.54,50,44,TRUE
11/2/1963,0.01,54,42,TRUE
11/3/1963,0.12,59,41,TRUE
11/4/1963,0.44,51,42,TRUE
11/5/1963,0.11,53,38,TRUE
11/6/1963,0.66,46,43,TRUE
11/7/1963,0.54,47,43,TRUE
11/8/1963,0.09,53,43,TRUE
11/9/1963,0.12,52,40,TRUE
11/10/1963,0.29,53,38,TRUE
11/11/1963,0.08,59,37,TRUE
11/12/1963,1.27,53,47,TRUE
11/13/1963,0.41,51,45,TRUE
11/14/1963,1.26,53,41,TRUE
11/15/1963,0.24,48,41,TRUE
11/16/1963,0.58,50,42,TRUE
11/17/1963,0.06,48,38,TRUE
11/18/1963,0.23,46,38,TRUE
11/19/1963,1.21,42,30,TRUE
11/20/1963,0,40,30,FALSE
11/21/1963,0.07,43,33,TRUE
11/22/1963,0.27,52,39,TRUE
11/23/1963,0.31,52,43,TRUE
11/24/1963,0.28,50,43,TRUE
11/25/1963,0.11,53,46,TRUE
11/26/1963,0.39,55,42,TRUE
11/27/1963,0,47,31,FALSE
11/28/1963,0,45,31,FALSE
11/29/1963,0,46,32,FALSE
11/30/1963,0,43,28,FALSE
12/1/1963,0,39,26,FALSE
12/2/1963,0,39,33,FALSE
12/3/1963,0,43,30,FALSE
12/4/1963,0.05,46,35,TRUE
12/5/1963,0.87,47,40,TRUE
12/6/1963,0.2,46,37,TRUE
12/7/1963,0.05,44,35,TRUE
12/8/1963,0.43,43,36,TRUE
12/9/1963,0.01,43,34,TRUE
12/10/1963,0,40,30,FALSE
12/11/1963,0,39,25,FALSE
12/12/1963,0,40,26,FALSE
12/13/1963,0,37,28,FALSE
12/14/1963,0.06,43,34,TRUE
12/15/1963,0.39,45,41,TRUE
12/16/1963,0.15,46,40,TRUE
12/17/1963,0.12,47,38,TRUE
12/18/1963,0.23,48,32,TRUE
12/19/1963,0.44,47,42,TRUE
12/20/1963,0.47,47,40,TRUE
12/21/1963,0,44,36,FALSE
12/22/1963,0.58,48,39,TRUE
12/23/1963,0.01,56,42,TRUE
12/24/1963,0.27,53,38,TRUE
12/25/1963,0,50,40,FALSE
12/26/1963,0.2,46,39,TRUE
12/27/1963,0.22,48,42,TRUE
12/28/1963,0.03,48,39,TRUE
12/29/1963,0,44,31,FALSE
12/30/1963,0.1,51,37,TRUE
12/31/1963,0.91,56,48,TRUE
1/1/1964,1.37,51,41,TRUE
1/2/1964,0,45,35,FALSE
1/3/1964,0.07,46,38,TRUE
1/4/1964,0,45,34,FALSE
1/5/1964,0.4,43,37,TRUE
1/6/1964,0.37,46,31,TRUE
1/7/1964,0,37,29,FALSE
1/8/1964,0.25,43,35,TRUE
1/9/1964,0.5,40,34,TRUE
1/10/1964,0,43,36,FALSE
1/11/1964,0,45,35,FALSE
1/12/1964,0.04,49,40,TRUE
1/13/1964,0.55,42,36,TRUE
1/14/1964,0,45,37,FALSE
1/15/1964,0.54,52,38,TRUE
1/16/1964,0.44,52,39,TRUE
1/17/1964,0.55,42,35,TRUE
1/18/1964,0.09,39,35,TRUE
1/19/1964,0.8,45,34,TRUE
1/20/1964,0.34,42,32,TRUE
1/21/1964,0.05,40,31,TRUE
1/22/1964,0.18,36,30,TRUE
1/23/1964,0,41,31,FALSE
1/24/1964,1.31,48,31,TRUE
1/25/1964,0.51,46,34,TRUE
1/26/1964,0.03,45,33,TRUE
1/27/1964,0.15,49,39,TRUE
1/28/1964,0.12,47,34,TRUE
1/29/1964,0.46,48,39,TRUE
1/30/1964,0.16,45,37,TRUE
1/31/1964,0.48,49,40,TRUE
2/1/1964,0.01,50,39,TRUE
2/2/1964,0,49,35,FALSE
2/3/1964,0,54,32,FALSE
2/4/1964,0.01,52,33,TRUE
2/5/1964,0,43,31,FALSE
2/6/1964,0,45,28,FALSE
2/7/1964,0,41,28,FALSE
2/8/1964,0,45,28,FALSE
2/9/1964,0.01,49,39,TRUE
2/10/1964,0.27,49,37,TRUE
2/11/1964,0.08,44,32,TRUE
2/12/1964,0.1,42,32,TRUE
2/13/1964,0,47,37,FALSE
2/14/1964,0.09,45,37,TRUE
2/15/1964,0.17,45,39,TRUE
2/16/1964,0.2,45,38,TRUE
2/17/1964,0.12,46,42,TRUE
2/18/1964,0.03,52,42,TRUE
2/19/1964,0,51,38,FALSE
2/20/1964,0,51,31,FALSE
2/21/1964,0,50,32,FALSE
2/22/1964,0,54,34,FALSE
2/23/1964,0.01,52,32,TRUE
2/24/1964,0,52,33,FALSE
2/25/1964,0,51,31,FALSE
2/26/1964,0,49,34,FALSE
2/27/1964,0,52,30,FALSE
2/28/1964,0.11,47,38,TRUE
2/29/1964,0.45,45,37,TRUE
3/1/1964,0.02,51,39,TRUE
3/2/1964,0.15,50,38,TRUE
3/3/1964,0.12,46,38,TRUE
3/4/1964,0.38,50,38,TRUE
3/5/1964,0,48,38,FALSE
3/6/1964,0.11,48,35,TRUE
3/7/1964,0.01,46,33,TRUE
3/8/1964,0.12,46,36,TRUE
3/9/1964,0.03,46,36,TRUE
3/10/1964,0.15,46,38,TRUE
3/11/1964,0.12,49,34,TRUE
3/12/1964,0.06,43,34,TRUE
3/13/1964,0,46,32,FALSE
3/14/1964,0.12,51,40,TRUE
3/15/1964,0,53,42,FALSE
3/16/1964,0,55,40,FALSE
3/17/1964,0.9,48,40,TRUE
3/18/1964,0,46,36,FALSE
3/19/1964,0,48,31,FALSE
3/20/1964,0.2,50,37,TRUE
3/21/1964,0.04,49,37,TRUE
3/22/1964,0.26,53,35,TRUE
3/23/1964,0,51,36,FALSE
3/24/1964,0,50,33,FALSE
3/25/1964,0.04,43,39,TRUE
3/26/1964,0.01,49,40,TRUE
3/27/1964,0,52,39,FALSE
3/28/1964,0,65,38,FALSE
3/29/1964,0,71,40,FALSE
3/30/1964,0,64,45,FALSE
3/31/1964,0.12,59,45,TRUE
4/1/1964,0.19,53,38,TRUE
4/2/1964,0,52,38,FALSE
4/3/1964,0,57,34,FALSE
4/4/1964,0.36,54,35,TRUE
4/5/1964,0.06,49,39,TRUE
4/6/1964,0,60,39,FALSE
4/7/1964,0,63,43,FALSE
4/8/1964,0,56,42,FALSE
4/9/1964,0.08,52,46,TRUE
4/10/1964,0.25,50,41,TRUE
4/11/1964,0.1,52,40,TRUE
4/12/1964,0.08,53,41,TRUE
4/13/1964,0,53,42,FALSE
4/14/1964,0.02,52,43,TRUE
4/15/1964,0,49,38,FALSE
4/16/1964,0,54,35,FALSE
4/17/1964,0,54,33,FALSE
4/18/1964,0,58,34,FALSE
4/19/1964,0,62,37,FALSE
4/20/1964,0.03,52,41,TRUE
4/21/1964,0.04,50,41,TRUE
4/22/1964,0.33,50,35,TRUE
4/23/1964,0,59,38,FALSE
4/24/1964,0,62,41,FALSE
4/25/1964,0,53,44,FALSE
4/26/1964,0,54,41,FALSE
4/27/1964,0,52,43,FALSE
4/28/1964,0,61,38,FALSE
4/29/1964,0,55,37,FALSE
4/30/1964,0.02,57,34,TRUE
5/1/1964,0.08,52,39,TRUE
5/2/1964,0,54,35,FALSE
5/3/1964,0,56,42,FALSE
5/4/1964,0.14,50,41,TRUE
5/5/1964,0.12,53,39,TRUE
5/6/1964,0,61,41,FALSE
5/7/1964,0,59,43,FALSE
5/8/1964,0,57,47,FALSE
5/9/1964,0.04,58,47,TRUE
5/10/1964,0,59,45,FALSE
5/11/1964,0,64,40,FALSE
5/12/1964,0.03,55,38,TRUE
5/13/1964,0,56,38,FALSE
5/14/1964,0,61,36,FALSE
5/15/1964,0,66,38,FALSE
5/16/1964,0,68,46,FALSE
5/17/1964,0,64,49,FALSE
5/18/1964,0,70,48,FALSE
5/19/1964,0,70,50,FALSE
5/20/1964,0.22,59,47,TRUE
5/21/1964,0,57,44,FALSE
5/22/1964,0.05,58,41,TRUE
5/23/1964,0.04,65,40,TRUE
5/24/1964,0.19,56,41,TRUE
5/25/1964,0,65,37,FALSE
5/26/1964,0,72,46,FALSE
5/27/1964,0,75,47,FALSE
5/28/1964,0,67,51,FALSE
5/29/1964,0,68,48,FALSE
5/30/1964,0,84,52,FALSE
5/31/1964,0,90,54,FALSE
6/1/1964,0.08,63,52,TRUE
6/2/1964,0,67,48,FALSE
6/3/1964,0.03,74,48,TRUE
6/4/1964,0.83,67,53,TRUE
6/5/1964,0.11,68,50,TRUE
6/6/1964,0,66,53,FALSE
6/7/1964,0.81,56,49,TRUE
6/8/1964,0.21,53,47,TRUE
6/9/1964,0,79,48,FALSE
6/10/1964,0,60,53,FALSE
6/11/1964,0.13,59,52,TRUE
6/12/1964,0,65,50,FALSE
6/13/1964,0.04,64,52,TRUE
6/14/1964,0,71,54,FALSE
6/15/1964,0.37,67,50,TRUE
6/16/1964,0.51,55,49,TRUE
6/17/1964,0.51,61,51,TRUE
6/18/1964,0.11,58,50,TRUE
6/19/1964,0,60,50,FALSE
6/20/1964,0,65,50,FALSE
6/21/1964,0,69,52,FALSE
